Author_ID	FName	Minit	LName
21348	Danielle	NULL	Steel
21349	Danielle	NULL	Steel
21350	Danielle	NULL	Steel
21351	Danielle	NULL	Steel
21352	Danielle	NULL	Steel
21353	LaVyrle	NULL	Spencer
21354	Sellers	NULL	Sellers
21355	Beverly	NULL	Byrne
21356	Sandra	NULL	Brown
21357	Stephen	K	Bachman
21358	Andrew	NULL	Morton
21359	Winifred	NULL	Elze
21360	Taylor	NULL	Smith
21361	Taylor	NULL	Smith
21362	Taylor	NULL	Smith
21363	Taylor	NULL	Smith
21364	Bentley	NULL	Little
21365	Lilian	J	Braun
21366	Lilian	J	Braun
21367	Stephen	K	Bachman
21368	Stephen	NULL	King
21369	Stephen	NULL	King
21370	Stephen	K	Hale
21371	Stephen	NULL	King
21372	Stephen	NULL	King
21373	Stephen	NULL	King
21374	Stephen	NULL	King
21375	Stephen	NULL	King
21376	Jonathan	NULL	Kellerman
21377	Jonathan	NULL	Kellerman
21378	John	NULL	Sandford
21379	John	NULL	Sandford
21380	John	NULL	Sandford
21381	Sigmund	NULL	Brouwer
21382	Carol	NULL	Ellis
21383	John	NULL	Sandford
21384	Patricia	NULL	Cornwell
21385	James	NULL	Kahn
21386	S.E.	NULL	Hinton
21387	Jack	NULL	London
21388	Taylor	NULL	Smith
21389	Diane	NULL	Hoh
21390	R.	L	Stine
21391	T.	S	Rue
21392	Linda	NULL	Howard
21393	Lisa	NULL	Scottoline
21394	Christiane	NULL	Heggan
21395	John	NULL	Sandford
21396	Leslie	NULL	Glass
21397	Susan	NULL	Andersen
21398	Jonathan	NULL	Kellerman
21399	Lilian	J	Peters,C
21400	Mary	L	Podlasiak
21401	A.M.	NULL	Homes
21402	Monica	NULL	Strauss
21403	Richard	NULL	Roeper
21404	Bret	E	Ellis
21405	Friedrich	NULL	Kur
21406	Jean-Paul	S	Aumüller
21407	Jean-Paul	S	König,Han
21408	Robert	A	Heinlein
21409	Robert	A	Neuhaus
21410	John	V	Neumann
21411	Franz	NULL	Kafka
21412	Dietrich	NULL	Dörner
21413	Albert	E	Seelig
21414	Paul	NULL	Davies
21415	Erich	M	Remarque
21416	James	J	Se
21417	Douglas	A	Böttcher
21418	Robert	A	Heinlein
21419	Harry	NULL	Harrison
21420	Charles	B	Weissner
21421	Heinrich	NULL	Mann
21422	Walter	NULL	Krämer
21423	Joe	NULL	Haldeman
21424	Aldous	NULL	Huxley
21425	Terry	P	Cohen
21426	Herbert	G	Wells
21427	Larry	NULL	Niven
21428	Robert	A	Heinlein
21429	William	NULL	Gibson
21430	Ursula	K	Guin
21431	Ray	B	Aldiss
21432	Alfred	NULL	Bester
21433	Robert	A	Heinlein
21434	Anthony	NULL	Burgess
21435	Robert	S	Wilson
21436	Alexander	S	Walter
21437	David	NULL	Brin
21438	Pierre	S	Mises
21439	Walter	M	Saupe
21440	Philip	K	Dick
21441	Robert	A	Heinlein
21442	Rüdiger	NULL	Schmidt
21443	Jean-Paul	S	Mayer
21444	Charles	NULL	Platt
21445	Bertrand	R	Bubser
21446	Harper	L	Malignon
21447	Wilhelm	NULL	Weischedel
21448	G.	K	Chesterton
21449	Karl	NULL	Jaspers
21450	Konstantin	R	Bott
21451	Edwin	A	Abbott
21452		NULL	
21453	Herbert	NULL	Geisen
21454	Alan	NULL	Lightman
21455	Jean	NULL	Amery
21456	Richard	P	Feynman
21457	David	NULL	Wells
21458	Richard	C	Lloyd
21459	Victor	NULL	Serebriakoff
21460	H.	P	Walter
21461	Richard	P	Feynman
21462	Karl	NULL	Jaspers
21463	Paul	NULL	Watzlawick
21464	Frederick	NULL	Bodmer
21465	Hanswilhelm	NULL	Haefs
21466	Richard	NULL	Feynman
21467	Edward	M	Dershowitz
21468	Duncan	NULL	Steel
21469	Thomas	S	Vetter
21470	Aldous	NULL	Huxley
21471	Jesse	NULL	Sheidlower
21472	Sibylle	NULL	Berg
21473	Niccolò	M	Oppeln-Bronikows
21474	Umberto	E	Kroeber
21475	Alan	L	Griese
21476	Gert	NULL	Postel
21477	Christoph	NULL	Neumann
21478	Richard	P	Feynman
21479	Douglas	R	Hofstadter
21480	Douglas	R	Group,Ulr
21481	Karl	L	Lichtenfels
21482	Charles	NULL	Darwin
21483	Niccolo	M	Zorn
21484	Franz	NULL	Kafka
21485	Voy	NULL	Sobon
21486	Norton	NULL	Juster
21487	Robert	NULL	Rau
21488	David	NULL	Hilbert
21489	Heinrich	NULL	Mann
21490	Victor	NULL	Klemperer
21491	Hermann	NULL	Hesse
21492	Konfuzius,R	M	Moritz
21493	H.	P	Koseler
21494	Arkadi	S	Möckel
21495	Arkadi	S	Pietraß
21496	Arkadi	S	Buchner
21497	Isaac	NULL	Asimov
21498	Isaac	NULL	Asimov
21499	Isaac	A	Saupe
21500	Arthur	C	Clarke
21501	Stanislaw	L	Rottensteiner
21502	Stanislaw	L	Griese
21503	Stanislaw	L	Schumann
21504	Stanislaw	L	S
21505	Stanislaw	NULL	Lem
21506	Stanislaw	L	Rottensteiner
21507	Stanislaw	L	Staemmler
21508	Stanislaw	NULL	Lem
21509	Stanislaw	L	Rymarowicz
21510	Stanislaw	L	Zimmermann-Göllheim
21511	Stanislaw	L	Schumann
21512	Stanislaw	L	Werfel
21513	Richard	P	Feynman
21514	Rüdiger	N	Horn
21515	Rüdiger	NULL	Nehberg
21516	David	H	Smith
21517	David	H	Kulenkampff
21518	Umberto	E	Kroeber
21519	Gero	V	Randow
21520	Carl	F	Weizsäcker
21521	Rüdiger	NULL	Nehberg
21522	Victor	K	Jäckel
21523	Gero	V	Randow
21524	Wolf	S	Murschetz
21525	Jerzy	NULL	Kosinski
21526	Richard	P	Feynman
21527	Aldous	NULL	Huxley
21528	Christoph	NULL	Drösser
21529	Christoph	NULL	Drösser
21530	Daniel	J	Kochmann
21531	Salman	NULL	Rushdie
21532	Paul	NULL	Watzlawick
21533	Arthur	C	Clarke
21534	Sunset	P	Staff
21535	Howard-Yana	S	Harrisson
21536	Paul	NULL	Ferrini
21537	Nk	L	Garden
21538	Mimi	NULL	Dietrich
21539	Janet	NULL	Sobesky
21540	Creative	P	Hous
21541	John	R	You
21542	Philip	NULL	Harnden
21543	Linda	NULL	Barker
21544	Patricia	NULL	Lanza
21545	Dominic	O	O'Brian
21546	Don	A	Lagory
21547	Jacqueline	NULL	Winspear
21548	Chogyam	NULL	Trungpa
21549	Pamela	NULL	Duncan
21550	Dalai	L	Keegan
21551	Michele	NULL	Cassou
21552	Master	J	Lama
21553	Robert	L	Lynds
21554	Better	H	Barash
21555	Robert	NULL	Baer
21556	Dorothea	H	Carolissen
21557	Eleanor	NULL	Burns
21558	Don	NULL	Aslett
21559	Jeanne	NULL	Argent
21560	Carole	NULL	Thomerson
21561	Pat	R	Bucha
21562	Debbie	NULL	Ford
21563	Chris	NULL	Rankin
21564	The	D	Lama
21565	Cheryl	NULL	Smith
21566	Chogyam	NULL	Trungpa
21567	Laurie	B	Jones
21568	Cheri	H	Shiver
21569	Gershon	W	Elior
21570	Palmer-Pletsch	A	Price
21571	Maxine	H	Kingston
21572	Robert	H	Schuller
21573	Dalai	NULL	Lama
21574	Candace	O	Manroe
21575	Ortho	B	Sha
21576	Victoria	M	Larmoth
21577	Victoria	NULL	Magazine
21578	Tricycle	NULL	Magazine
21579	Walpola	NULL	Rahula
21580	Esther	D	Waal
21581	Paul	NULL	Wilkes
21582	Sarah	D	Watchers
21583	Marla	NULL	Cilley
21584	Linda	NULL	Cobb
21585	Sue	M	Kidd
21586	Geshe	M	Roach
21587	Andrew	NULL	Harvey
21588	William	NULL	Bridges
21589	Teri	NULL	Dunn
21590	Joel	C	Rosenberg
21591	Michael	NULL	Crichton
21592	Anne	NULL	Rice
21593	Dee-Ann	NULL	LeBlanc
21594	Michael	NULL	Smith
21595	Buzz	A	Barnes
21596	David	NULL	Flanagan
21597	Sriram	NULL	Srinivasan
21598	Richard	NULL	Petersen
21599	William	NULL	Stallings
21600	Todd	NULL	Lammle
21601	Donald	L	Pipkin
21602	Mercedes	NULL	Lackey
21603	Rand	M	Wingrove
21604	Rand	M	Wingrove
21605	Kay	NULL	Kenyon
21606	Francine	NULL	Hughes
21607	LaVyrle	NULL	Spencer
21608	Yann	NULL	Martel
21609	Gervase	NULL	Phinn
21610	Cheryl	NULL	Richardson
21611	Dave	NULL	Pelzer
21612	Josephine	NULL	Tey
21613	Carolyn	NULL	Keene
21614	Mund	NULL	Fuller
21615	Patenaud	NULL	Patenaud
21616	Jonathan	NULL	Kellerman
21617	Louie	NULL	Anderson
21618	Rosemarie	NULL	Lennon
21619	L.	W	Douglas
21620	Elizabeth	NULL	Peters
21621	Martin	H	Parkinson,Eli
21622	Stephen	K	Bachman
21623	William	K	Mathison
21624	Kathe	NULL	Koja
21625	William	M	Carney
21626	James	W	Clarke
21627	Bari	W	Geasland
21628	Donald	A	Davis
21629	David	B	Craven
21630	Tom	NULL	Clancy
21631	V.C.	NULL	Andrews
21632	Anna	L	Golden
21633	V.C.	NULL	Andrews
21634	Jovial	B	Gr
21635	Marion	Z	Bradley
21636	Barbara	NULL	Hambly
21637	C.	J	Cherryh
21638	David	G	Cramer
21639	David	NULL	Eddings
21640	David	NULL	Eddings
21641	David	NULL	Eddings
21642	Marion	Z	Bradley
21643	Mel	O	Ruppel
21644	Lyn	NULL	Hamilton
21645	Kam	NULL	Majd
21646	Randall	NULL	Wallace
21647	M	M	Kaye
21648	Lawrence	NULL	Sanders
21649	Lawrence	NULL	Sanders
21650	Lawrence	NULL	Sanders
21651	Marion	Z	Barr
21652	Agatha	NULL	Christie
21653	L.	E	Modesitt
21654	V.C.	NULL	Andrews
21655	Beverly	NULL	Cleary
21656	V.C.	NULL	Andrews
21657	Gregory	NULL	Bean
21658	Andrew	M	Greeley
21659	George	NULL	Bernau
21660	Dona	NULL	Vaughn
21661	Lawrence	NULL	Sanders
21662	Beverly	C	Dockray
21663	Lawrence	NULL	Sanders
21664	Peter	D	Batchler,Bob
21665	Judith	NULL	Gould
21666	L.	NULL	Butcher
21667	Randall	A	Hoffer
21668	Ken	NULL	Englade
21669	Edward	NULL	Humes
21670	Janet	P	Beck
21671	Jean	NULL	Thesman
21672	Tom	NULL	Wilson
21673	N.	M	Weir
21674	Danielle	NULL	Steel
21675	Danielle	NULL	Steel
21676	Danielle	NULL	Steel
21677	Judith	NULL	Krantz
21678	Michael	NULL	Kaplan
21679	Barbara	T	Bradford
21680	Richard	NULL	Owen
21681	Simon	R	Green
21682	R.A.	NULL	Salvatore
21683	Pyotyr	NULL	Kurtinski
21684	Elana	NULL	Lore
21685	Alfred	NULL	Hitchcock
21686	Robert	NULL	Ludlum
21687	Eluki	B	Cruz
21688	Bari	W	Geasland
21689	Noah	NULL	Gordon
21690	Judith	K	Linner
21691	Amanda	C	Heilbrun
21692	John	NULL	Grisham
21693	David	S	Rowohlt
21694	P.	D	James
21695	P.	D	James
21696	Maria	NULL	Benedickt
21697	Ira	L	Straub
21698	Neil	NULL	Grant
21699	Laurell	K	Hamilton
21700	Laurell	K	Hamilton
21701	Laurell	K	Hamilton
21702	Lynn	F	Ruddell
21703	Lynn	F	Ruddell
21704	Steve	NULL	Kowit
21705	Lynn	F	Ruddell
21706	Christine	NULL	Feehan
21707	R.	E	Oakeshott
21708	Joseph	G	Gies
21709	Christopher;	P	Dobson
21710	James	F	Miller
21711	James	F	Miller
21712	Nora	NULL	Roberts
21713	Christian	NULL	Jacq
21714	Christian	NULL	Jacq
21715	Christian	NULL	Jacq
21716	Christian	NULL	Jacq
21717	Molly	C	Murphy
21718	G.	A	McKevett
21719	Danielle	NULL	Steel
21720	Danielle	NULL	Steel
21721	Ann	V	Childs
21722	Jude	NULL	Deveraux
21723	Kathy	NULL	Lette
21724	Sandra	NULL	Brown
21725	Allan	NULL	Cox
21726	Scott	NULL	Adams
21727	Belva	NULL	Plain
21728	Fern	NULL	Michaels
21729	Judith	NULL	Kelman
21730	Faye	D	Walker
21731	Jennifer	NULL	Crusie
21732	Danielle	NULL	Steel
21733	Pamela	NULL	Wallace
21734	Olivia	NULL	Goldsmith
21735	Elise	NULL	Title
21736	Andrea	NULL	Edwards
21737	Gayle	NULL	Wilson
21738	Diane	NULL	Pershing
21739	Nora	NULL	Roberts
21740	Karin	NULL	Slaughter
21741	Clive	NULL	Barker
21742	Danielle	NULL	Steel
21743	Sally	NULL	Kemp
21744	Ellen	NULL	Gilchrist
21745	Sebastien	J	Sheridan
21746	G.	B	Trudeau
21747	Kate	NULL	Wilhelm
21748	F.M.	NULL	Houston
21749	John	L	Carre
21750	Kieran	NULL	Crowley
21751	Tamar	NULL	Myers
21752	Elizabeth	NULL	Thornton
21753	Margaret	NULL	Atwood
21754	Reader's	D	Guinness
21755	Douglas	NULL	Adams
21756	RH	NULL	Disney
21757	Stephen	L	Burns
21758	Susan	NULL	Faludi
21759	Susan	NULL	Cooper
21760	Susan	NULL	Cooper
21761	Susan	NULL	Cooper
21762	Laura	V	Wormer
21763	Robert	NULL	Cormier
21764	Julian	F	Thompson
21765	Phyllis	H	Horton,Heather
21766	Carol	NULL	Grace
21767	Martha	NULL	Stewart
21768	Gary	N	Null
21769	Christopher	NULL	Pike
21770	David	NULL	Drake
21771	Charles	M	Sheldon
21772	Vonda	N	McIntyre
21773	Lyn	NULL	Stone
21774	Johanna	NULL	Lindsey
21775	Amarillas	NULL	Amarillas
21776	Robert	N	Peck
21777	G.	H	Stine
21778	Louisa	M	Alcott
21779	William	S	Ree
21780	Sara	NULL	Bliss
21781	Sondra	M	Culbreath
21782	Diane	NULL	Duane
21783	Terry	NULL	Pratchett
21784	Sheryl	NULL	Paul
21785	Lois	NULL	Lowry
21786	Marg	NULL	Stark
21787	Jane	A	Doody
21788	Sturgeon	NULL	Sturgeon
21789	Voltaire	NULL	Voltaire
21790	J.	C	Suares
21791	Herman	M	Sutcliffe
21792	Denise	F	Fields
21793	Denise	F	Fields
21794	John	NULL	Gray
21795	Philip	K	Dick
21796	Georgina	NULL	Gentry
21797	Elizabeth	NULL	Lowell
21798	Lisa	NULL	Kleypas
21799	Rachel	NULL	Lee
21800	Jayne	NULL	Castle
21801	Gustave	NULL	Flaubert
21802	Terry	NULL	Pratchett
21803	Leigh	G	McFather,Susan
21804	Saranne	NULL	Dawson
21805	Karen	V	Zee
21806	R.	L	Stine
21807	Lois	NULL	Duncan
21808	R.	L	Stine
21809	R.	L	Stine
21810	R.	L	Stine
21811	Christopher	NULL	Pike
21812	Christopher	NULL	Pike
21813	R.	L	Stine
21814	Christopher	NULL	Pike
21815	R.	L	Stine
21816	Margaret	NULL	Mahy
21817	Christopher	NULL	Pike
21818	R.	L	Stine
21819	R.	L	Stine
21820	Christopher	NULL	Pike
21821	Lois	NULL	Duncan
21822	Lois	NULL	Duncan
21823	H.	R	Haggard
21824	Christopher	NULL	Pike
21825	Patricia	NULL	Windsor
21826	Jack	D	Dozois
21827	Susan	NULL	Cooper
21828	Jack	NULL	Dann
21829	William	W	Johnstone
21830	Rudyard	NULL	Kipling
21831	Tom	NULL	Topor
21832	John	NULL	Fowles
21833	Madeleine	NULL	L'Engle
21834	Frank	NULL	Herbert
21835	Louisa	M	Alderson
21836	Caroline	NULL	Burnes
21837	Virginia	NULL	Farmer
21838	Rita	M	Brown
21839	Carolyn	NULL	Hart
21840	Rita	M	Brown
21841	Patricia	NULL	Harwin
21842	Jessica	F	Bain
21843	Shannon	NULL	Drake
21844	Carole	NULL	Howey
21845	Johanna	NULL	Lindsey
21846	Melanie	NULL	Jackson
21847	Shannon	NULL	Drake
21848	Elizabeth	NULL	Lowell
21849	Johanna	NULL	Lindsey
21850	Amanda	NULL	Quick
21851	Christina	NULL	Dodd
21852	Celeste	NULL	Bradley
21853	Kathleen	E	Woodiwiss
21854	Susan	NULL	Wilson
21855	Jo	NULL	Beverley
21856	Amanda	NULL	Quick
21857	Deveraux	NULL	Deveraux
21858	Jude	NULL	Deveraux
21859	Kathleen	E	Woodiwiss
21860	JoAnn	NULL	Ross
21861	Lindsay	NULL	McKenna
21862	Kathleen	E	Woodiwiss
21863	Jo	NULL	Beverley
21864	Jo	NULL	Goodman
21865	Rita	M	Brown
21866	Emilie	NULL	Barnes
21867	Patti	NULL	O'Shea
21868	Stephen	B	Oates
21869	Harriet	B	Ward
21870	Lilian	J	Braun
21871	Kimberly	NULL	Wagner
21872	Victoria	NULL	Pade
21873	Jude	NULL	Deveraux
21874	Lavyrle	NULL	Spencer
21875	Diana	NULL	Palmer
21876	Danielle	NULL	Trent
21877	Bay	NULL	Matthews
21878	Sarah	NULL	Temple
21879	Tim	L	Jenkins
21880	Jan	NULL	Freed
21881	Lynnette	NULL	Kent
21882	Hal	NULL	Lindsey
21883	Max	NULL	Lucado
21884	Victoria	NULL	Alexander
21885	Catherine	NULL	Coulter
21886	Tim	L	Jenkins
21887	Jude	NULL	Deveraux
21888	John	S	Spong
21889	Rosanne	NULL	Kohake
21890	Field	NULL	Field
21891	Kathleen	E	Woodiwiss
21892	Tim	L	Jenkins
21893	Joyce	NULL	Meyer
21894	Kimberley	NULL	Comeaux
21895	Cynthia	NULL	Wright
21896	Lois	NULL	Greiman
21897	Lyn	NULL	Stone
21898	Catherine	NULL	Hart
21899	Christina	NULL	Dodd
21900	Susan	NULL	Krinard
21901	Kathleen	E	Woodiwiss
21902	Eloisa	NULL	James
21903	Shannon	NULL	Drake
21904	Olivia	NULL	Drake
21905	Connie	NULL	Mason
21906	Paul	NULL	Levine
21907	Loretta	NULL	Chase
21908	Julia	NULL	Ross
21909	Liz	NULL	Carlyle
21910	Julie	NULL	Garwood
21911	Martin	NULL	Gardner
21912	Kay	NULL	Arthur
21913	Connie	NULL	Flynn
21914	Catherine	NULL	Coulter
21915	Edgar	A	Poe
21916	Steven	P	Hannemann
21917	Lisa	NULL	Altalida
21918	Darlene	M	Wilkinson
21919	Lauryn	S	Fruchter
21920	Zachary	A	Fox
21921	William	P	Wood
21922	Elizabeth	NULL	Thornton
21923	Joan	NULL	Overfield
21924	Julia	NULL	London
21925	Claire	NULL	Delacroix
21926	Shirley	R	Murphy
21927	Julia	NULL	London
21928	Eugenia	NULL	Price
21929	James	A	Michener
21930	Sidney	NULL	Sheldon
21931	James	A	Michener
21932	Ngaio	NULL	Marsh
21933	Ngaio	NULL	Marsh
21934	Ngaio	NULL	Marsh
21935	James	NULL	Clavell
21936	Sybil	NULL	Leek
21937	Dan	P	Peterson
21938	John	NULL	Steinbeck
21939	Dick	NULL	Francis
21940	James	A	Michener
21941	Charlotte	NULL	MacLeod
21942	Isabelle	NULL	Holland
21943	John	NULL	Jakes
21944	Lisa	NULL	Jackson
21945	Martin	H	Greenberg
21946	Ngaio	NULL	Marsh
21947	Ngaio	NULL	Marsh
21948	Mary	H	Clark
21949	Ngaio	NULL	Marsh
21950	Charlotte	NULL	MacLeod
21951	Lilian	J	Braun
21952	Jack	NULL	Weatherford
21953	James	F	Garner
21954	Joseph	F	Girzone
21955	Shirley	NULL	MacLaine
21956	Ngaio	NULL	Marsh
21957	Ngaio	NULL	Marsh
21958	Ngaio	NULL	Marsh
21959	Lydia	NULL	Adamson
21960	Jessica	F	Bain
21961	Robert	NULL	Bly
21962	Lydia	V	Age
21963	Anne	C	Cartwright
21964	James	NULL	Riordan
21965	Sted	NULL	Mays
21966	Clive	NULL	James
21967	Joanna	NULL	Hines
21968	Ken	F	Baudry
21969	R	D	Blackmore
21970	Prue	NULL	Theobalds
21971	Nick	Y	Syrett
21972	Margaret	NULL	Yorke
21973	Ian	NULL	Rankin
21974	Lyn	NULL	Andrews
21975	Jamila	NULL	Gavin
21976	Paul	NULL	Langfield
21977	Angela	NULL	Wilkes
21978	Professor	N	Hill,Bryan
21979	Jimmy	M	Swash
21980	Asne	NULL	Seierstad
21981	Graeme	G	Livingstone
21982	Peter	NULL	Ustinov
21983	John	W	Aldous
21984	V.	NULL	Thomas
21985	G.	K	Chesterton
21986	Nigel	F	Hemming
21987	Beverley	NULL	Piper
21988	Pamela	NULL	Zoline
21989	C.E.	NULL	Crimmins
21990	Malcolm	NULL	Rose
21991	L.	R	Hubbard
21992	Sue	NULL	Grafton
21993	Alfred	W	Munzert
21994	Will	E	Powe
21995	Neil	G	Dwyer,St
21996	Robert	NULL	Ruark
21997	Kim	S	Robinson
21998	Sheri	S	Tepper
21999		NULL	
22000	Bill	B	Jackson
22001	John	NULL	McPhee
22002	Sheri	S	Tepper
22003	Sheri	S	Tepper
22004	LINDA	L	MILLER
22005	Brendan	NULL	O'Carroll
22006	Brendan	NULL	O'Carroll
22007	Bash	D	Crenshaw
22008	Elizabeth	NULL	Berg
22009	Kathleen	D	Marco
22010	Curtiss	A	Matlock
22011	Elizabeth	NULL	Buchan
22012	Sharon	NULL	Mitchell
22013	Anne	NULL	Lamott
22014	Olivia	NULL	Goldsmith
22015	Martha	NULL	Moody
22016	Douglas	P	Child
22017	Tony	NULL	Chiu
22018	Joseph	NULL	Garber
22019	James	NULL	Grippando
22020	Elizabeth	NULL	George
22021	Robert	K	Tanenbaum
22022	W.E.B.	NULL	Griffin
22023	Michael	C	Eberhardt
22024	Michael	C	Eberhardt
22025	Sandra	NULL	Brown
22026	David	NULL	Lindsey
22027	John	L	August
22028	Mary	J	Williams
22029	William	NULL	Bernhardt
22030	Gyo	NULL	Fujikawa
22031	Roger	NULL	Hargreaves
22032	Robert	NULL	Ferrigno
22033	Don	NULL	Passman
22034	Don	J	Snyder
22035	Maya	NULL	Angelou
22036	Don	J	Snyder
22037	Rosellen	NULL	Brown
22038	Andy	NULL	McNab
22039	Anne	NULL	Lamott
22040	Andrew	H	Malcolm
22041	C.	E	Pouerman
22042	Katherine	NULL	Tarbox
22043	Rita	M	Brown
22044	David	B	Feinberg
22045	Vissell	NULL	Vissell
22046	Gary	L	Lundberg
22047	Cormac	NULL	Mccarthy
22048	Janet	F	Graham
22049	Sarah	NULL	Willis
22050	Michael	NULL	Macdonald
22051	Tohru	NULL	Fujisawa
22052	Judal	NULL	Judal
22053	CLAMP	NULL	CLAMP
22054	Clamp	NULL	Clamp
22055	Ryo	M	Yoneyama
22056	Ryo	M	Natsumoto
22057	Ryo	M	Natsumoto
22058	Ryo	M	Natsumoto
22059	Ryo	M	Natsumoto
22060	Ryo	M	Natsumoto
22061	Ryo	M	Natsumoto
22062	Fred	NULL	Kaplan
22063	Pete	N	Scott
22064	William	B	Breuer
22065	Lewis	&	Coues
22066	Stephen	NULL	King
22067	Stephen	NULL	King
22068	Stephen	NULL	King
22069	Myung	J	Lee
22070	Myung	J	Lee
22071	Myung	J	Lee
22072	Myung	J	Lee
22073	Myung-Jin	L	Knaak
22074	Myung	J	Lee
22075	Myung-Jin	NULL	Lee
22076	Myung	J	Lee
22077	Myung	J	Lee
22078	Myung	J	Lee
22079	Reiji	S	Inoue
22080	Reiji	S	Inoue
22081	Reiji	S	Inoue
22082	Reiji	S	Inoue
22083	Reiji	NULL	Saiga
22084	Ken	NULL	Akamatsu
22085	Ken	NULL	Akamatsu
22086	Ken	NULL	Akamatsu
22087	Nobuyuki	A	Anzai
22088	Nobuyuki	A	Anzai
22089	Nobuyuki	A	Anzai
22090	Nobuyuki	A	Anzai
22091	Nobuyuki	A	Anzai
22092	Gainax,Ueda	H	Sheh
22093	Gainax	NULL	Gainax
22094	Clive	NULL	Barker
22095	William	NULL	Sleator
22096	Peter	NULL	David
22097	Jack	NULL	McDevitt
22098	E.	G	Gygax
22099	David	NULL	Sheff
22100	Stephen	NULL	King
22101	Koushun	NULL	Takami
22102	Carolyn	NULL	Keene
22103	Jo-Ann	NULL	Mapson
22104	Liza	NULL	Dalby
22105	Anne	NULL	Perry
22106	Patricia	NULL	Waddell
22107	Peter	NULL	Cashorali
22108	B.	J	Hoff
22109	G	NULL	Godwin
22110	Gail	NULL	Godwin
22111	Hubert	NULL	Selby
22112	Anne	R	Siddons
22113	Micah	NULL	Perks
22114	Andy	NULL	Rooney
22115	Charles	NULL	Dickens
22116	Bernd	NULL	Heinrich
22117	Peter	NULL	Hedges
22118	Vilhelm	NULL	Moberg
22119	Nicholas	NULL	Dawidoff
22120	Dave	NULL	Barry
22121	David	NULL	Halberstam
22122	Liz	NULL	Rosenberg
22123	Lynn	NULL	Pan
22124	Gail	NULL	Godwin
22125	Gail	NULL	Godwin
22126	Gail	NULL	Godwin
22127	Gail	NULL	Godwin
22128	Jayne	A	Phillips
22129	Guy	G	Parkinson
22130	Paul	J	Mcauley
22131	Emily	NULL	Eden
22132	Wallace	NULL	Stegner
22133	Louise	NULL	Erdrich
22134	Peter	D	Scott
22135	Dani	NULL	Shapiro
22136	Elizabeth	G	Havis
22137	Sara	NULL	Paretsky
22138	Dave	NULL	Wolverton
22139	Anne	NULL	Tyler
22140	Nicole	NULL	Mones
22141	Robert	NULL	Inman
22142	Alex	NULL	Kotlowitz
22143	John	NULL	Gilstrap
22144	Elizabeth	NULL	McCracken
22145	Lynne	A	Blumenfeld
22146	Roxie	K	Smith
22147	Lynne	A	Lam
22148	Nancy	NULL	Huston
22149	Barbara	NULL	Gowdy
22150	Garrison	NULL	Keillor
22151	LaVyrle	NULL	Spencer
22152	Cindy	NULL	Walker
22153	Linda	NULL	Barnes
22154	Kathleen	NULL	Norris
22155	Iorwerth	E	Edwards
22156	Cindy	NULL	Champnella
22157	Maurine	W	Pauly
22158	Shirley	C	Heller
22159	Troy	NULL	Denning
22160	Cara	NULL	Wilson
22161	Carol	A	Lee
22162	Rosalind	NULL	Wiseman
22163	Cheryl	NULL	Benard
22164	Greg	NULL	Bear
22165	Donald	C	Crawford
22166	Chitra	NULL	Divakaruni
22167	Chitra	NULL	Divakaruni
22168	James	NULL	Luceno
22169	Willa	C	Murph
22170	Michael	A	Stackpole
22171	Susan	NULL	Power
22172	Karen	NULL	Essex
22173	Karen	NULL	Essex
22174	Alan	D	Foster
22175	James	NULL	Luceno
22176	Kate	NULL	McCafferty
22177	Barbara	NULL	Holland
22178	Steven	NULL	Pressfield
22179	Bill	NULL	Chalker
22180	Elizabeth	L	Lawrence
22181	Sharon	NULL	Sala
22182	V.C.	NULL	Andrews
22183	Francine	NULL	Pascal
22184	Francine	NULL	Pascal
22185	Francine	NULL	Pascal
22186	R.L.	NULL	Stine
22187	Frankie	NULL	Schelly
22188	Ellis	NULL	Peters
22189	Judy	NULL	Carter
22190	Shirley	NULL	Verel
22191	Louise	NULL	Rafkin
22192	Mary	NULL	Dugger
22193	Ellis	NULL	Peters
22194	Agatha	NULL	Christie
22195	Agatha	NULL	Christie
22196	James	B	Hall
22197	Anthony	NULL	O'Neill
22198	Agatha	NULL	Christie
22199	Agatha	NULL	Christie
22200	Agatha	NULL	Christie
22201	Agatha	NULL	Christie
22202	Agatha	NULL	Christie
22203	Agatha	NULL	Christie
22204	Agatha	NULL	Christie
22205	Agatha	NULL	Christie
22206	Michele	NULL	Slatalla
22207	Walt	W	Bradley
22208	Benjamin	NULL	Franklin
22209	Richard	A	Wright
22210	Jack	NULL	London
22211	Rudyard	NULL	Kipling
22212	Mark	T	Seelye
22213	Merle	NULL	Good
22214	Agatha	NULL	Christie
22215	Bryce	M	Williams
22216	Adam	NULL	Smith
22217	Gail	NULL	Godwin
22218	Susan	NULL	Dunlap
22219	Agatha	NULL	Christie
22220	Agatha	NULL	Christie
22221	Agatha	NULL	Christie
22222	Agatha	NULL	Christie
22223	Agatha	NULL	Christie
22224	Agatha	NULL	Christie
22225	Agatha	NULL	Christie
22226	Agatha	NULL	Christie
22227	Agatha	NULL	Christie
22228	Agatha	NULL	Christie
22229	Agatha	C	Club
22230	Randy	NULL	Salem
22231	Ann	NULL	Bannon
22232	Sam	NULL	Sifton
22233	Wayland	D	Dolman
22234	Ellis	NULL	Peters
22235	Agatha	NULL	Christie
